subj	sess	spkr	UTT	TOK	TYP	MLU
122	1	P	90	293	93	3.25555555556
122	1	C	6	6	4	1.0
122	6	P	415	1177	249	2.83614457831
122	6	C	163	188	37	1.15337423313
196	5	P	121	368	108	3.04132231405
196	5	C	44	83	41	1.88636363636
196	6	P	341	972	203	2.8504398827
196	6	C	202	350	133	1.73267326733
